CVE,Code,Package,Version
CVE-2022-21663,1,wordpress (PTS),5.7.11+dfsg1-0+deb11u1
CVE-2022-21664,2,wordpress,4.7.22+dfsg-0+deb9u1
CVE-2022-21664,1,wordpress (PTS),5.7.11+dfsg1-0+deb11u1
CVE-2022-21667,0,,
CVE-2022-21668,2,pipenv,(not affected)
CVE-2022-21668,1,pipenv (PTS),11.9.0-1.1
CVE-2022-21670,2,node-markdown-it,10.0.0+dfsg-2+deb11u1
CVE-2022-21670,1,node-markdown-it (PTS),10.0.0+dfsg-2+deb11u1
CVE-2022-21671,0,,
CVE-2022-21673,0,,
CVE-2022-21676,0,,
CVE-2022-21677,0,,
CVE-2022-21678,0,,
CVE-2022-21679,0,,
CVE-2022-21680,2,node-marked,(unfixed)
CVE-2022-21680,1,node-marked (PTS),0.8.0+ds+repack-2
CVE-2022-21681,2,node-marked,(unfixed)
CVE-2022-21681,1,node-marked (PTS),0.8.0+ds+repack-2
CVE-2022-21682,2,flatpak,1.10.7-0+deb11u1
CVE-2022-21682,1,flatpak (PTS),1.10.8-0+deb11u2
CVE-2022-21683,0,,
CVE-2022-21684,0,,
CVE-2022-21685,0,,
CVE-2022-21686,0,,
CVE-2022-21687,0,,
CVE-2022-21688,0,,
CVE-2022-21689,2,onionshare,(not affected)
CVE-2022-21689,1,onionshare (PTS),2.2-3+deb11u2
CVE-2022-21690,2,onionshare,(not affected)
CVE-2022-21690,1,onionshare (PTS),2.2-3+deb11u2
CVE-2022-21691,2,onionshare,(not affected)
CVE-2022-21691,1,onionshare (PTS),2.2-3+deb11u2
CVE-2022-21692,2,onionshare,(not affected)
CVE-2022-21692,1,onionshare (PTS),2.2-3+deb11u2
CVE-2022-21693,2,onionshare,(not affected)
CVE-2022-21693,1,onionshare (PTS),2.2-3+deb11u2
CVE-2022-21694,2,onionshare,(not affected)
CVE-2022-21694,1,onionshare (PTS),2.2-3+deb11u2
CVE-2022-21695,2,onionshare,(not affected)
CVE-2022-21695,1,onionshare (PTS),2.2-3+deb11u2
CVE-2022-21696,2,onionshare,(not affected)
CVE-2022-21696,1,onionshare (PTS),2.2-3+deb11u2
CVE-2022-21697,0,,
CVE-2022-21698,2,golang-github-prometheus-client-golang,1.11.1-1
CVE-2022-21698,1,golang-github-prometheus-client-golang (PTS),1.9.0-2
CVE-2022-21699,2,ipython,5.1.0-3+deb9u1
CVE-2022-21699,1,ipython (PTS),7.20.0-1+deb11u1
CVE-2022-21700,0,,
CVE-2022-21701,0,,
CVE-2022-21702,0,,
CVE-2022-21703,0,,
CVE-2022-21704,2,node-log4js,(unfixed)
CVE-2022-21704,1,node-log4js (PTS),6.3.0+~cs8.3.10-1+deb11u1
CVE-2022-21705,0,,
CVE-2022-21708,2,golang-github-graph-gophers-graphql-go,1.3.0-1
CVE-2022-21708,1,golang-github-graph-gophers-graphql-go (PTS),0.0~git20180609.bb97385-2.1
CVE-2022-21712,2,twisted,16.6.0-2+deb9u1
CVE-2022-21712,1,twisted (PTS),20.3.0-7+deb11u1
CVE-2022-21713,0,,
CVE-2022-21715,0,,
CVE-2022-21716,2,twisted,16.6.0-2+deb9u2
CVE-2022-21716,1,twisted (PTS),20.3.0-7+deb11u1
CVE-2022-21718,0,,
CVE-2022-21721,0,,
CVE-2022-21722,2,asterisk,(not affected)
CVE-2022-21722,2,pjproject,2.5.5~dfsg-6+deb9u3
CVE-2022-21722,2,ring,20190215.1.f152c98~ds1-1+deb10u2
CVE-2022-21722,1,asterisk (PTS),1:16.28.0~dfsg-0+deb11u4
CVE-2022-21722,1,ring (PTS),20210112.2.b757bac~ds1-1
CVE-2022-21723,2,asterisk,(not affected)
CVE-2022-21723,2,pjproject,2.5.5~dfsg-6+deb9u3
CVE-2022-21723,2,ring,(not affected)
CVE-2022-21723,1,asterisk (PTS),1:16.28.0~dfsg-0+deb11u4
CVE-2022-21723,1,ring (PTS),20210112.2.b757bac~ds1-1
CVE-2022-21724,2,libpgjava,9.4.1212-1+deb9u1
CVE-2022-21724,1,libpgjava (PTS),42.2.15-1+deb11u1
CVE-2022-21725,0,,
CVE-2022-21726,0,,
CVE-2022-21727,0,,
CVE-2022-21728,0,,
CVE-2022-21729,0,,
CVE-2022-21730,0,,
CVE-2022-21731,0,,
CVE-2022-21732,0,,
CVE-2022-21733,0,,
CVE-2022-21734,0,,
CVE-2022-21735,0,,
CVE-2022-21736,0,,
CVE-2022-21737,0,,
CVE-2022-21738,0,,
CVE-2022-21739,0,,
CVE-2022-2174,0,,
CVE-2022-21740,0,,
CVE-2022-21741,0,,
CVE-2022-2175,2,vim,2:9.0.0135-1
CVE-2022-2175,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-21797,2,joblib,0.13.0-2+deb10u2
CVE-2022-21797,1,joblib (PTS),0.17.0-4+deb11u1
CVE-2022-21802,0,,
CVE-2022-21803,0,,
CVE-2022-21810,0,,
CVE-2022-21813,2,nvidia-graphics-drivers,470.129.06-5~deb11u1
CVE-2022-21813,2,nvidia-graphics-drivers-tesla-470,470.103.01-1
CVE-2022-21813,1,nvidia-graphics-drivers (PTS),470.256.02-2
CVE-2022-21813,1,nvidia-graphics-drivers-tesla-470 (PTS),470.256.02-1~deb11u2
CVE-2022-21814,2,nvidia-graphics-drivers,470.129.06-5~deb11u1
CVE-2022-21814,2,nvidia-graphics-drivers-tesla-470,470.103.01-1
CVE-2022-21814,1,nvidia-graphics-drivers (PTS),470.256.02-2
CVE-2022-21814,1,nvidia-graphics-drivers-tesla-470 (PTS),470.256.02-1~deb11u2
CVE-2022-2182,2,vim,2:9.0.0135-1
CVE-2022-2182,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-21821,2,nvidia-cuda-toolkit,11.6.2-1
CVE-2022-21821,1,nvidia-cuda-toolkit (PTS),11.2.2-3+deb11u3
CVE-2022-21822,0,,
CVE-2022-21824,2,nodejs,(unfixed)
CVE-2022-21824,1,nodejs (PTS),12.22.12~dfsg-1~deb11u4
CVE-2022-21829,404,,
CVE-2022-2183,2,vim,2:9.0.0135-1
CVE-2022-2183,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-21830,0,,
CVE-2022-21831,2,rails,2:5.2.2.1+dfsg-1+deb10u4
CVE-2022-21831,1,rails (PTS),2:6.0.3.7+dfsg-2+deb11u2
CVE-2022-2185,2,gitlab,15.10.8+ds1-2
CVE-2022-2185,1,gitlab (PTS),16.8.4-1
CVE-2022-2191,2,jetty9,(not affected)
CVE-2022-2191,1,jetty9 (PTS),9.4.50-4+deb11u2
CVE-2022-21949,2,ruby-xmlhash,1.3.6-3.1
CVE-2022-21949,1,ruby-xmlhash (PTS),1.3.6-2
CVE-2022-21953,0,,
CVE-2022-2196,2,linux,(not affected)
CVE-2022-2196,2,linux-5.10,5.10.178-3~deb10u1
CVE-2022-2196,1,linux (PTS),5.10.223-1
CVE-2022-21986,0,,
CVE-2022-219862,404,,
CVE-2022-2200,2,firefox,102.0-1
CVE-2022-2200,2,firefox-esr,91.11.0esr-1~deb9u1
CVE-2022-2200,2,thunderbird,1:91.11.0-1~deb10u1
CVE-2022-2200,1,firefox (PTS),131.0.3-1
CVE-2022-2200,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-2200,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-2206,2,vim,2:9.0.0135-1
CVE-2022-2206,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-2207,2,vim,2:9.0.0135-1
CVE-2022-2207,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-2208,2,vim,2:9.0.0135-1
CVE-2022-2208,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-2210,2,vim,2:9.0.0135-1
CVE-2022-2210,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-22107,0,,
CVE-2022-22108,0,,
CVE-2022-22109,404,,
CVE-2022-2211,2,guestfs-tools,1.48.2-1+deb12u1
CVE-2022-2211,2,libguestfs,1:1.46.2-1
CVE-2022-2211,1,guestfs-tools (PTS),1.48.2-1+deb12u1
CVE-2022-2211,1,libguestfs (PTS),1:1.44.0-2
CVE-2022-22110,404,,
CVE-2022-22111,0,,
CVE-2022-22138,0,,
CVE-2022-22143,0,,
CVE-2022-2216,0,,
CVE-2022-2217,0,,
CVE-2022-2218,0,,
CVE-2022-2226,2,thunderbird,1:91.11.0-1~deb10u1
CVE-2022-2226,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-2227,2,gitlab,15.10.8+ds1-2
CVE-2022-2227,1,gitlab (PTS),16.8.4-1
CVE-2022-2228,2,gitlab,(not affected)
CVE-2022-2228,1,gitlab (PTS),16.8.4-1
CVE-2022-2229,2,gitlab,15.10.8+ds1-2
CVE-2022-2229,1,gitlab (PTS),16.8.4-1
CVE-2022-22293,0,,
CVE-2022-2230,2,gitlab,15.10.8+ds1-2
CVE-2022-2230,1,gitlab (PTS),16.8.4-1
CVE-2022-2231,2,vim,2:9.0.0135-1
CVE-2022-2231,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-2232,0,,
CVE-2022-2235,2,gitlab,(not affected)
CVE-2022-2235,1,gitlab (PTS),16.8.4-1
CVE-2022-2237,0,,
CVE-2022-2243,2,gitlab,15.10.8+ds1-2
CVE-2022-2243,1,gitlab (PTS),16.8.4-1
CVE-2022-2244,2,gitlab,15.10.8+ds1-2
CVE-2022-2244,1,gitlab (PTS),16.8.4-1
CVE-2022-2250,2,gitlab,15.10.8+ds1-2
CVE-2022-2250,1,gitlab (PTS),16.8.4-1
CVE-2022-2251,2,gitlab,15.10.8+ds1-2
CVE-2022-2251,1,gitlab (PTS),16.8.4-1
CVE-2022-2252,0,,
CVE-2022-2255,2,mod-wsgi,4.6.5-1+deb10u1
CVE-2022-2255,1,mod-wsgi (PTS),4.7.1-3+deb11u1
CVE-2022-2256,0,,
CVE-2022-2257,2,vim,2:9.0.0135-1
CVE-2022-2257,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-22576,2,curl,7.64.0-4+deb10u3
CVE-2022-22576,1,curl (PTS),7.74.0-1.3+deb11u13
CVE-2022-22577,2,rails,2:5.2.2.1+dfsg-1+deb10u4
CVE-2022-22577,1,rails (PTS),2:6.0.3.7+dfsg-2+deb11u2
CVE-2022-22589,2,webkit2gtk,2.34.6-1~deb10u1
CVE-2022-22589,2,wpewebkit,2.34.6-1~deb11u1
CVE-2022-22589,1,webkit2gtk (PTS),2.44.2-1~deb11u1
CVE-2022-22589,1,wpewebkit (PTS),2.38.6-1~deb11u1
CVE-2022-22594,2,webkit2gtk,2.34.4-1~deb10u1
CVE-2022-22594,2,wpewebkit,2.34.4-1~deb11u1
CVE-2022-22594,1,webkit2gtk (PTS),2.44.2-1~deb11u1
CVE-2022-22594,1,wpewebkit (PTS),2.38.6-1~deb11u1
CVE-2022-22610,0,,
CVE-2022-22620,2,webkit2gtk,2.34.6-1~deb10u1
CVE-2022-22620,2,wpewebkit,2.34.6-1~deb11u1
CVE-2022-22620,1,webkit2gtk (PTS),2.44.2-1~deb11u1
CVE-2022-22620,1,wpewebkit (PTS),2.38.6-1~deb11u1
CVE-2022-22623,0,,
CVE-2022-22624,2,webkit2gtk,2.36.0-3~deb10u1
CVE-2022-22624,2,wpewebkit,2.36.0-2~deb11u1
CVE-2022-22624,1,webkit2gtk (PTS),2.44.2-1~deb11u1
CVE-2022-22624,1,wpewebkit (PTS),2.38.6-1~deb11u1
CVE-2022-22628,2,webkit2gtk,2.36.0-3~deb10u1
CVE-2022-22628,2,wpewebkit,2.36.0-2~deb11u1
CVE-2022-22628,1,webkit2gtk (PTS),2.44.2-1~deb11u1
CVE-2022-22628,1,wpewebkit (PTS),2.38.6-1~deb11u1
CVE-2022-22629,2,webkit2gtk,2.36.0-3~deb10u1
CVE-2022-22629,2,wpewebkit,2.36.0-2~deb11u1
CVE-2022-22629,1,webkit2gtk (PTS),2.44.2-1~deb11u1
CVE-2022-22629,1,wpewebkit (PTS),2.38.6-1~deb11u1
CVE-2022-22637,2,webkit2gtk,2.34.4-1~deb10u1
CVE-2022-22637,2,wpewebkit,2.34.4-1~deb11u1
CVE-2022-22637,1,webkit2gtk (PTS),2.44.2-1~deb11u1
CVE-2022-22637,1,wpewebkit (PTS),2.38.6-1~deb11u1
CVE-2022-2264,2,vim,2:9.0.0135-1
CVE-2022-2264,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-22690,0,,
CVE-2022-22691,0,,
CVE-2022-2270,2,gitlab,15.10.8+ds1-2
CVE-2022-2270,1,gitlab (PTS),16.8.4-1
CVE-2022-22704,0,,
CVE-2022-22707,2,lighttpd,(not affected)
CVE-2022-22707,1,lighttpd (PTS),1.4.59-1+deb11u2
CVE-2022-22710,0,,
CVE-2022-22719,2,apache2,2.4.25-3+deb9u13
CVE-2022-22719,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2022-22720,2,apache2,2.4.25-3+deb9u13
CVE-2022-22720,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2022-22721,2,apache2,2.4.25-3+deb9u13
CVE-2022-22721,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2022-22728,2,libapreq2,2.13-7~deb10u2
CVE-2022-22728,1,libapreq2 (PTS),2.13-7+deb11u1
CVE-2022-22736,2,firefox,(not affected)
CVE-2022-22736,1,firefox (PTS),131.0.3-1
CVE-2022-22737,2,firefox,96.0-1
CVE-2022-22737,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22737,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22737,1,firefox (PTS),131.0.3-1
CVE-2022-22737,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22737,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22738,2,firefox,96.0-1
CVE-2022-22738,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22738,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22738,1,firefox (PTS),131.0.3-1
CVE-2022-22738,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22738,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22739,2,firefox,96.0-1
CVE-2022-22739,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22739,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22739,1,firefox (PTS),131.0.3-1
CVE-2022-22739,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22739,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-2274,2,openssl,(not affected)
CVE-2022-2274,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2022-22740,2,firefox,96.0-1
CVE-2022-22740,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22740,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22740,1,firefox (PTS),131.0.3-1
CVE-2022-22740,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22740,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22741,2,firefox,96.0-1
CVE-2022-22741,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22741,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22741,1,firefox (PTS),131.0.3-1
CVE-2022-22741,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22741,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22742,2,firefox,96.0-1
CVE-2022-22742,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22742,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22742,1,firefox (PTS),131.0.3-1
CVE-2022-22742,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22742,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22743,2,firefox,96.0-1
CVE-2022-22743,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22743,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22743,1,firefox (PTS),131.0.3-1
CVE-2022-22743,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22743,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22744,2,firefox,(not affected)
CVE-2022-22744,2,firefox-esr,(not affected)
CVE-2022-22744,2,thunderbird,(not affected)
CVE-2022-22744,1,firefox (PTS),131.0.3-1
CVE-2022-22744,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22744,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22745,2,firefox,96.0-1
CVE-2022-22745,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22745,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22745,1,firefox (PTS),131.0.3-1
CVE-2022-22745,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22745,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22746,2,firefox,(not affected)
CVE-2022-22746,2,firefox-esr,(not affected)
CVE-2022-22746,2,thunderbird,(not affected)
CVE-2022-22746,1,firefox (PTS),131.0.3-1
CVE-2022-22746,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22746,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22747,2,firefox,96.0-1
CVE-2022-22747,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22747,2,nss,2:3.26.2-1.1+deb9u5
CVE-2022-22747,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22747,1,firefox (PTS),131.0.3-1
CVE-2022-22747,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22747,1,nss (PTS),2:3.61-1+deb11u3
CVE-2022-22747,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22748,2,firefox,96.0-1
CVE-2022-22748,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22748,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22748,1,firefox (PTS),131.0.3-1
CVE-2022-22748,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22748,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22749,2,firefox,(not affected)
CVE-2022-22749,1,firefox (PTS),131.0.3-1
CVE-2022-22750,2,firefox,(not affected)
CVE-2022-22750,1,firefox (PTS),131.0.3-1
CVE-2022-22751,2,firefox,96.0-1
CVE-2022-22751,2,firefox-esr,91.5.0esr-1~deb9u1
CVE-2022-22751,2,thunderbird,1:91.5.0-1~deb9u1
CVE-2022-22751,1,firefox (PTS),131.0.3-1
CVE-2022-22751,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22751,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22752,2,firefox,96.0-1
CVE-2022-22752,1,firefox (PTS),131.0.3-1
CVE-2022-22753,2,firefox,(not affected)
CVE-2022-22753,2,firefox-esr,(not affected)
CVE-2022-22753,2,thunderbird,(not affected)
CVE-2022-22753,1,firefox (PTS),131.0.3-1
CVE-2022-22753,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22753,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22754,2,firefox,97.0-1
CVE-2022-22754,2,firefox-esr,91.6.0esr-1~deb9u1
CVE-2022-22754,2,thunderbird,1:91.6.0-1~deb9u1
CVE-2022-22754,1,firefox (PTS),131.0.3-1
CVE-2022-22754,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22754,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22755,2,firefox,97.0-1
CVE-2022-22755,1,firefox (PTS),131.0.3-1
CVE-2022-22756,2,firefox,97.0-1
CVE-2022-22756,2,firefox-esr,91.6.0esr-1~deb9u1
CVE-2022-22756,2,thunderbird,1:91.6.0-1~deb9u1
CVE-2022-22756,1,firefox (PTS),131.0.3-1
CVE-2022-22756,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22756,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22757,2,firefox,97.0-1
CVE-2022-22757,1,firefox (PTS),131.0.3-1
CVE-2022-22758,2,firefox,(not affected)
CVE-2022-22758,1,firefox (PTS),131.0.3-1
CVE-2022-22759,2,firefox,97.0-1
CVE-2022-22759,2,firefox-esr,91.6.0esr-1~deb9u1
CVE-2022-22759,2,thunderbird,1:91.6.0-1~deb9u1
CVE-2022-22759,1,firefox (PTS),131.0.3-1
CVE-2022-22759,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22759,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22760,2,firefox,97.0-1
CVE-2022-22760,2,firefox-esr,91.6.0esr-1~deb9u1
CVE-2022-22760,2,thunderbird,1:91.6.0-1~deb9u1
CVE-2022-22760,1,firefox (PTS),131.0.3-1
CVE-2022-22760,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22760,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22761,2,firefox,97.0-1
CVE-2022-22761,2,firefox-esr,91.6.0esr-1~deb9u1
CVE-2022-22761,2,thunderbird,1:91.6.0-1~deb9u1
CVE-2022-22761,1,firefox (PTS),131.0.3-1
CVE-2022-22761,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22761,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22762,2,firefox,(not affected)
CVE-2022-22762,1,firefox (PTS),131.0.3-1
CVE-2022-22763,2,firefox-esr,91.6.0esr-1~deb9u1
CVE-2022-22763,2,thunderbird,1:91.6.0-1~deb9u1
CVE-2022-22763,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22763,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22764,2,firefox,97.0-1
CVE-2022-22764,2,firefox-esr,91.6.0esr-1~deb9u1
CVE-2022-22764,2,thunderbird,1:91.6.0-1~deb9u1
CVE-2022-22764,1,firefox (PTS),131.0.3-1
CVE-2022-22764,1,firefox-esr (PTS),115.14.0esr-1~deb11u1
CVE-2022-22764,1,thunderbird (PTS),1:115.12.0-1~deb11u1
CVE-2022-22771,0,,
CVE-2022-22773,0,,
CVE-2022-2279,2,libmobi,0.11+dfsg-1
CVE-2022-2279,1,libmobi (PTS),0.11+dfsg-1
CVE-2022-2280,0,,
CVE-2022-2281,2,gitlab,(not affected)
CVE-2022-2281,1,gitlab (PTS),16.8.4-1
CVE-2022-22815,2,pillow,4.0.0-4+deb9u4
CVE-2022-22815,1,pillow (PTS),8.1.2+dfsg-0.3+deb11u2
CVE-2022-22816,2,pillow,4.0.0-4+deb9u4
CVE-2022-22816,1,pillow (PTS),8.1.2+dfsg-0.3+deb11u2
CVE-2022-22817,2,pillow,4.0.0-4+deb9u4
CVE-2022-22817,1,pillow (PTS),8.1.2+dfsg-0.3+deb11u2
CVE-2022-22818,2,python-django,1:1.10.7-2+deb9u15
CVE-2022-22818,1,python-django (PTS),2:2.2.28-1~deb11u2
CVE-2022-22821,0,,
CVE-2022-22822,2,expat,2.2.0-2+deb9u4
CVE-2022-22822,1,expat (PTS),2.2.10-2+deb11u5
CVE-2022-22823,2,expat,2.2.0-2+deb9u4
CVE-2022-22823,1,expat (PTS),2.2.10-2+deb11u5
CVE-2022-22824,2,expat,2.2.0-2+deb9u4
CVE-2022-22824,1,expat (PTS),2.2.10-2+deb11u5
CVE-2022-22825,2,expat,2.2.0-2+deb9u4
CVE-2022-22825,1,expat (PTS),2.2.10-2+deb11u5
CVE-2022-22826,2,expat,2.2.0-2+deb9u4
CVE-2022-22826,1,expat (PTS),2.2.10-2+deb11u5
CVE-2022-22827,2,expat,2.2.0-2+deb9u4
CVE-2022-22827,1,expat (PTS),2.2.10-2+deb11u5
CVE-2022-2284,2,vim,2:9.0.0135-1
CVE-2022-2284,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-22844,2,tiff,4.0.8-2+deb9u8
CVE-2022-22844,1,tiff (PTS),4.2.0-1+deb11u5
CVE-2022-22846,2,python-dnslib,0.9.14-1+deb11u1
CVE-2022-22846,1,python-dnslib (PTS),0.9.14-1+deb11u1
CVE-2022-2285,2,vim,2:8.1.0875-5+deb10u3
CVE-2022-2285,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-2286,2,vim,2:9.0.0135-1
CVE-2022-2286,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-2287,2,vim,2:9.0.0135-1
CVE-2022-2287,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-2288,2,vim,(not affected)
CVE-2022-2288,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-22880,0,,
CVE-2022-22881,0,,
CVE-2022-22885,0,,
CVE-2022-22888,0,,
CVE-2022-2289,2,vim,2:9.0.0135-1
CVE-2022-2289,1,vim (PTS),2:8.2.2434-3+deb11u1
CVE-2022-22890,0,,
CVE-2022-22891,0,,
CVE-2022-22892,0,,
CVE-2022-22893,0,,
CVE-2022-22894,0,,
CVE-2022-22895,0,,
CVE-2022-22901,0,,
CVE-2022-22909,2,hoteldruid,3.0.4-1
CVE-2022-22909,1,hoteldruid (PTS),3.0.1-1
CVE-2022-22912,0,,
CVE-2022-22929,0,,
CVE-2022-22930,0,,
CVE-2022-22931,0,,
CVE-2022-22932,0,,
CVE-2022-22934,0,,
CVE-2022-22935,0,,
CVE-2022-22936,0,,
CVE-2022-2294,2,chromium,(unfixed)
CVE-2022-2294,2,webkit2gtk,2.36.6-1~deb10u1
CVE-2022-2294,2,wpewebkit,2.36.6-1~deb11u1
CVE-2022-2294,1,chromium (PTS),120.0.6099.224-1~deb11u1
CVE-2022-2294,1,webkit2gtk (PTS),2.44.2-1~deb11u1
CVE-2022-2294,1,wpewebkit (PTS),2.38.6-1~deb11u1
CVE-2022-22941,0,,
CVE-2022-22942,2,linux,(not affected)
CVE-2022-22942,2,linux-4.19,4.19.232-1~deb9u1
CVE-2022-22942,1,linux (PTS),5.10.223-1
CVE-2022-22947,0,,
CVE-2022-2295,2,chromium,(unfixed)
CVE-2022-2295,1,chromium (PTS),120.0.6099.224-1~deb11u1
CVE-2022-22950,2,libspring-java,(unfixed)
CVE-2022-22950,1,libspring-java (PTS),4.3.30-1
CVE-2022-2296,2,chromium,(unfixed)
CVE-2022-2296,1,chromium (PTS),120.0.6099.224-1~deb11u1
CVE-2022-22963,0,,
CVE-2022-22965,2,libspring-java,(unfixed)
CVE-2022-22965,1,libspring-java (PTS),4.3.30-1
CVE-2022-22967,0,,
CVE-2022-22968,2,libspring-java,(unfixed)
CVE-2022-22968,1,libspring-java (PTS),4.3.30-1
CVE-2022-22969,0,,
CVE-2022-22970,2,libspring-java,(unfixed)
CVE-2022-22970,1,libspring-java (PTS),4.3.30-1
CVE-2022-22971,2,libspring-java,(unfixed)
CVE-2022-22971,1,libspring-java (PTS),4.3.30-1
CVE-2022-22975,0,,
CVE-2022-22976,0,,
CVE-2022-22978,0,,
CVE-2022-22979,0,,
CVE-2022-22980,0,,
CVE-2022-22984,0,,
CVE-2022-22995,2,netatalk,3.1.12~ds-3+deb10u5
CVE-2022-22995,1,netatalk (PTS),3.1.12~ds-8+deb11u1
CVE-2022-2300,0,,
CVE-2022-2301,2,chafa,1.10.3-1
CVE-2022-2301,1,chafa (PTS),1.6.0-1
CVE-2022-2303,2,gitlab,15.10.8+ds1-2
CVE-2022-2303,1,gitlab (PTS),16.8.4-1
CVE-2022-23033,2,xen,(not affected)
CVE-2022-23033,1,xen (PTS),4.14.6-1
CVE-2022-23034,2,xen,(unfixed)
